time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-03-17T00:55:03.890Z,-20.0679,-70.7528,10,4.9,mb,,132,1.076,1.16,us,usc000ndt5,2014-03-17T15:36:09.000Z,"65km WNW of Iquique, Chile",earthquake
2014-03-17T00:52:56.500Z,18.9972,-66.3895,53,2.5,Md,4,331.2,0.53359928,0.28,pr,pr14076000,2014-03-17T08:55:30.862Z,"58km N of Brenas, Puerto Rico",earthquake
2014-03-17T00:52:10.200Z,36.7728,-121.4103,9.8,1,Md,,169.2,0.02694946,0.12,nc,nc72186541,2014-03-17T02:15:06.220Z,"5km SW of Ridgemark, California",earthquake
2014-03-17T00:52:08.550Z,35.4835,-116.9368333,2.79,1.85,ml,24,86,0.2106,0.16,ci,ci15476817,2014-03-17T20:51:47.168Z,"33km NW of Fort Irwin, California",earthquake
2014-03-17T00:49:21.700Z,46.5775,-113.2365,4.2,2.5,mc,13,86.3999930880005,0.1976294,0.13,mb,mb30158,2014-03-17T03:32:20.823Z,"27km N of Philipsburg, Montana",earthquake
2014-03-17T00:42:00.000Z,65.0228,-147.4173,5.2,1,ml,,,,0.54,ak,ak11190172,2014-03-17T00:55:09.177Z,"25km NE of Fairbanks, Alaska",earthquake
2014-03-17T00:35:26.860Z,-4.1113,100.4451,13.72,5,mb,,67,2.516,0.9,us,usc000ndsp,2014-03-17T08:38:00.142Z,"205km W of Bengkulu, Indonesia",earthquake
2014-03-17T00:13:14.000Z,65.1397,-145.5139,13.3,1.5,ml,,,,0.68,ak,ak11190167,2014-03-17T00:22:04.372Z,"53km SW of Circle Hot Springs Station, Alaska",earthquake
2014-03-17T00:12:09.750Z,-20.0609,-70.6459,10,5.1,mb,,96,0.978,1.1,us,usc000ndsf,2014-03-17T15:42:37.000Z,"55km WNW of Iquique, Chile",earthquake
2014-03-17T00:09:13.870Z,35.8701667,-118.1001667,14.2,0.61,ml,11,168,0.02292,0.11,ci,ci15476809,2014-03-17T20:41:42.109Z,"28km NE of Weldon, California",earthquake
2014-03-17T00:00:05.000Z,63.3376,-147.7361,46.5,1.2,ml,,,,1.26,ak,ak11190164,2014-03-17T00:13:16.854Z,"61km E of Cantwell, Alaska",earthquake
2014-03-16T23:52:48.500Z,38.8243332,-122.7761688,1.84,0.79,md,12,86,0.007838,0.01,nc,nc72186531,2014-03-17T01:46:08.027Z,"4km W of Cobb, California",earthquake
2014-03-16T23:20:21.000Z,61.405,-146.6821,33.3,1.8,ml,,,,0.85,ak,ak11190138,2014-03-16T23:28:55.661Z,"35km NNW of Valdez, Alaska",earthquake
2014-03-16T23:10:45.900Z,19.2882,-155.3882,2.5,2.2,Md,,97.2,0.04491576,0.15,hv,hv60657346,2014-03-16T23:13:44.073Z,"13km NE of Pahala, Hawaii",earthquake
2014-03-16T23:09:01.000Z,64.6386,-146.9031,1.8,0.7,ml,,,,0.27,ak,ak11190049,2014-03-16T23:19:51.588Z,"7km ESE of Eielson Air Force Base, Alaska",earthquake
2014-03-16T23:08:11.600Z,-20.2268,-70.7359,10,4.9,mb,,139,1.116,0.92,us,usc000nds7,2014-03-17T07:10:46.526Z,"61km W of Iquique, Chile",earthquake
2014-03-16T23:04:23.700Z,19.2902,-155.3877,3.4,1.1,Md,,97.2,0.04491576,0.11,hv,hv60657331,2014-03-17T20:32:51.679Z,"13km NE of Pahala, Hawaii",earthquake
2014-03-16T23:02:59.500Z,38.8215,-122.8258,3,0.9,Md,,86.4,0.00898315,0.01,nc,nc72186526,2014-03-16T23:33:08.216Z,"7km NW of The Geysers, California",earthquake
2014-03-16T23:00:50.600Z,38.7855,-122.7365,2,0.4,Md,,111.6,0.01796631,0.03,nc,nc72186521,2014-03-16T23:21:06.893Z,"1km ENE of The Geysers, California",earthquake
2014-03-16T22:54:09.690Z,-18.854,-69.7894,11.86,4.9,mb,,102,11.307,1.02,us,usc000ndru,2014-03-17T06:56:37.363Z,"68km SE of Arica, Chile",earthquake
2014-03-16T22:46:20.000Z,62.9879,-148.1296,5,0.2,ml,,,,,ak,ak11190041,2014-03-16T22:52:02.980Z,"61km SE of Cantwell, Alaska",earthquake
2014-03-16T22:44:56.200Z,38.7892,-122.7773,1,0.9,Md,,115.2,0.00898315,0.02,nc,nc72186516,2014-03-16T23:10:05.238Z,"2km NW of The Geysers, California",earthquake
2014-03-16T22:35:24.800Z,40.9195,-122.4518,9.3,2.6,Md,,75.6,0.19762936,0.13,nc,nc72186511,2014-03-17T19:55:58.243Z,"27km NNW of Shasta Lake, California",earthquake
2014-03-16T22:29:35.180Z,-19.984,-70.9083,10.92,4.9,mb,,136,1.199,0.88,us,usc000ndr9,2014-03-17T06:32:09.291Z,"84km WNW of Iquique, Chile",earthquake
2014-03-16T22:13:50.270Z,32.8721667,-116.2303333,4.53,1.87,ml,52,50,0.04726,0.19,ci,ci15476801,2014-03-17T21:10:32.820Z,"28km ENE of Pine Valley, California",earthquake
2014-03-16T22:13:27.700Z,37.6303,-118.8907,5.5,0.6,Md,,169.2,0.00898315,0.01,nc,nc72186501,2014-03-16T22:59:04.092Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-03-16T22:11:29.000Z,37.6288,-118.8877,5.3,0.8,Md,,82.8,0.00898315,0.01,nc,nc72186496,2014-03-16T22:38:06.818Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-03-16T22:06:29.000Z,63.4242,-150.6565,0.1,1.4,ml,,,,0.82,ak,ak11190022,2014-03-16T22:20:21.265Z,"85km W of Cantwell, Alaska",earthquake
2014-03-16T22:03:02.200Z,40.9222,-122.4545,12.4,2.5,Md,,61.2,0.19762936,0.12,nc,nc72186491,2014-03-17T02:09:43.396Z,"27km NNW of Shasta Lake, California",earthquake
2014-03-16T21:58:17.610Z,37.6701667,-118.8428333,6.36,0.28,md,15,144,0.02364,0.04,nc,nc72186486,2014-03-17T18:30:08.370Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-03-16T21:56:05.610Z,37.6258316,-118.8883362,5.64,1.25,md,18,90,0.01155,0.02,nc,nc72186481,2014-03-17T00:42:06.206Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-03-16T21:55:33.390Z,32.8751667,-116.2348333,4.02,3.47,ml,81,49,0.04309,0.21,ci,ci15476793,2014-03-17T19:28:00.283Z,"28km ENE of Pine Valley, California",earthquake
